Reviews,polarity,subjectivity,label
the classroom not responding properly although the network fastneed study but its not opening,0.0,0.1,neutral
very frustradedcant check overall average classes likecan computer iphone please fix this astop student very concerned with grades being atspecific level howevercannot check average android butcan oncomputer,0.02,0.27999999999999997,positive
stops working all the time phone saying something went wrong please try again you are not enrolled this class just kicks out account and wonlet back,-0.25,0.45,negative
gave awaypassword and now saysdo not have access the appcan not not download,0.0,0.0,neutral
wants request permissions for basically anything and impossible use because asstudentd say you need look files for the most part usedifferent app opt for the website,0.011111111111111127,0.5333333333333333,positive
our teacher told log into our accounts our phones wanted our own personal emails wonwork with google classroom and says that they are invalid there option sign with existing account there waswould easily able sign into school account with schools email they set for could this added please,0.3666666666666667,0.6416666666666667,positive
whenevertry attachdocument from the phone shows couldnattach drive files happens everytime andhave upload everything drive attach the file please find the fix soon,0.0,0.0,neutral
the app downloaded tophone thatdid not choose and canuse way delete and install laptop,0.0,0.0,neutral
doesnt let joinclassroom,0.0,0.0,neutral
there should download option study offline,0.0,0.0,neutral
takes more time load the ppt these problem comes only nowdays last verson was good than this the updates are bad,0.10000000000000002,0.5666666666666667,positive
since this morningm not able open the editing student document option android tablet just opens googledrive documentsm astonished until this morning everything worked out perfectly any ideas,0.25,0.7083333333333334,positive
not pretty good simply doesnhave messaging feature and the students canchoose the privacy what they post the wall,0.19166666666666665,0.6523809523809524,positive
teacher made get this anddislike her soll take the app for real some reason,0.2,0.30000000000000004,positive
good aps,0.7,0.6000000000000001,positive
keeps constantly closing saying isnt responding whentry scrolling,0.0,0.3333333333333333,neutral
try add account that being childbut the first thing asks for ispassword notemail butpassword password doesnwork and neither does child,0.25,0.3333333333333333,positive
very helpful,0.2,0.3,positive
doesnupdate grades app but will send notifications grade updates,0.0,0.0,neutral
allow student with gmail account can join educational account group add attendance option the group which can exported google sheet and list student can imported from google sheet,0.25,0.25,positive
getting error that closed the app,-0.1,0.1,negative
due lack internet service unable download the documents and sometimes not possible submit our assignments displays sorry something goes wrong,-0.325,0.755,negative
caninstall this app zapya,0.0,0.0,neutral
needdark theme,0.0,0.0,neutral
clg chadivindi saripo leda ikada kuda chadvala,0.0,0.0,neutral
hello google classroom operator please fix this friking bugcant see the documents that the teachers send said unfortunately google classroom has been stoped please update and fix this bug,-0.5,1.0,negative
was good but recently keeps sayingneed contact the domain administrator and wonlet,0.35,0.42500000000000004,positive
keeps saying theressomething wrong andm unable see classwork,-0.5,0.7,negative
used able get into classroom now keeps saying access the account denied also kept saying sorry somethingwrong and nothing would work,0.0,0.8125,neutral
trying use school email get classes but saysneed contactdomain administrator for access also beforewas locked out school account the assignments would not update current ones,0.0,0.4,neutral
terrible doesnt even work,-1.0,1.0,negative
cant log with school accounts,0.0,0.0,neutral
virtually unusable mobile between sorry something went wrong try again and could not load and just general slowness ita mess,-0.28125,0.6437499999999999,negative
app not working since august souninstalled than restalled but now msg showed contact domain administrator one more question that can use this app different mobiles with same,0.16666666666666666,0.4083333333333334,positive
good app indeed however for this past few days the apps doesnt work everytimetry send work say work doesnt send there error occured,0.08333333333333331,0.3166666666666667,positive
for some reasonhave this action andhave sync errors what this problem,0.1,0.1,positive
not getting notificationsonly downloaded get notificationshave check them each time like the website,0.0,0.0,neutral
really like the app big complaint that you can not track attendance and behavior well forcing you use somethibg else anyway,-0.033333333333333326,0.16666666666666666,negative
wonlet afterfew days,0.0,0.0,neutral
says canconnect most the time sogotta install fix plz imma grader soreally need this app,0.5,0.5,positive
wonshow classroom work,0.0,0.0,neutral
doesnot get install,0.0,0.0,neutral
have several students that downloaded the app but the ones with iphone were able access the classroom page but the android students could not please fix this issue,0.25,0.3125,positive
junko the best,1.0,0.3,positive
just got this for school,0.0,0.0,neutral
this app should have widgets,0.0,0.0,neutral
submits assignments and work done,0.0,0.0,neutral
stars because school,0.0,0.0,neutral
ita way for teachers get out teaching and let the internet teachmyself hate but some classmates like but dosnt make grade any easier,-0.8,0.9,negative
wonconnect because the info might outdated anyone with answer why app doing this please let know,-0.4000000000000001,0.6333333333333334,negative
wow good job,0.39999999999999997,0.8,positive
how you upgrade,0.0,0.0,neutral
put classroom email and nothing happened soput information for nothing buthad other electronics use was,-0.125,0.375,negative
whenpost long doesnopen sometimes tapping the post multiple times does the job sometimes doesnit makes the mobile app pretty much unusable also please includedark mode,0.1,0.39999999999999997,positive
could access the assignmentshad given classes untilmyself joinedclass created admin now allcan see assignmentsam given not those for the classesrunhad hoped that the updates would address this bughave submitted feedback repeatedly this issue please fix,0.0,0.0,neutral
googlehave tried logging with gmail but not accepting please fix,0.0,0.0,neutral
cango previous tab when click calendar,-0.16666666666666666,0.16666666666666666,negative
pls fix your bug about the internet,0.0,0.0,neutral
love googles toolslothave student account but school uses more apple toolswould love was possible use the tool even withoutclass code,0.375,0.675,positive
should let parents she had the app grade still use there apps like facebook and youtube correctly instead blocking them out,0.0,0.0,neutral
since last updatecant open the app,0.0,0.2833333333333333,neutral
cannot send work,0.0,0.0,neutral
good for school but could have more options for students,0.6,0.55,positive
ita good app but doesnwork the smartphone,0.7,0.6000000000000001,positive
doneed wifi,0.0,0.0,neutral
dark mode for the love god,0.175,0.5,positive
actually love this app but sincefew days ago canlet post any files from file manager assignments any tasks given teachers please fix this problem thend like add more starthank you,0.5,0.55,positive
when you into app says update now but when tap update button play store opens and got know that already updated this happening repeatedly,0.0,0.0,neutral
what the class codedonget,0.0,0.0,neutral
ambeautiful andbe the,0.0,0.0,neutral
grader using dademail account andjust havequestion how you log into your school account tablet wonlet,0.0,0.0,neutral
notifications seem broken only showingblank notification from the app details whatsoever maybe itan app bug just incompatibility error with oreo,-0.2,0.7,negative
app can better wheneveropen some document sended says connect the interest even connected please help exams are near,0.3,0.45,positive
keeps sayingneed upgrade but doesnneed updatedve uninstalled too and says the same,0.0,0.125,neutral
forms that are made for classroom are opened browser pls fix that,0.0,0.0,neutral
heysaw this app get patented elon rood may pixus lightning educator where did you get the idea for this you havent finished the invention all the low income children the world need thier educator thier portable classroom you made well you are going for the gold get steppin enjoy,0.2,0.4,positive
add option sign without granting admin rights domain owner,0.0,0.0,neutral
there isproblem with opening attachments mobile please fix this,0.0,0.0,neutral
makes hard use,-0.2916666666666667,0.5416666666666666,negative
itwhateveronly ever use for school work stuff,0.0,0.0,neutral
canget rid labels from classes google calendar,0.0,0.0,neutral
being able have students alphabetcal last name the android app would very helpful would make entering and sbumtting grades much easier,0.22499999999999998,0.29791666666666666,positive
awesome buthope google implements the ability download the attachments because thathow our professors give notes,1.0,1.0,positive
did not work for,0.0,0.0,neutral
keeps people the computer much their work their eyes start hurt and get headaches this just promoting more online work,0.35,0.35,positive
like using whenneed too,0.0,0.0,neutral
caprice please teach how use,0.0,0.0,neutral
wonwork,0.0,0.0,neutral
slow but its good,0.19999999999999996,0.5,positive
well leastcan now computer work home tablet,0.0,0.0,neutral
google class,0.0,0.0,neutral
google classroom isgreat tool the app has difficulty updating the stream,0.0,0.0,neutral
admin has accepted use but says admin hasni use school and have problems butcan not use this phone,0.0,0.0,neutral
wonwork anymore was great when did work though,0.8,0.75,positive
not very impressive justsimple copy homework app andprefer the latter,-0.1923076923076923,0.3846153846153846,negative
why taking too long download,-0.05,0.4,negative
cant see recent feed from teacher other than everyone can see the feed please fix this issue,-0.0625,0.3125,negative
never loading,0.0,0.0,neutral
why cantused gmail account that have already exist device,0.0,0.0,neutral
nice idea reallygrt app but still many things introduced like whenever there isnumber should linked with related information summary assignment should linked students profile and many more,0.42000000000000004,0.58,positive
its okguess just need work peace,0.0,0.0,neutral
you can stay top things cool,0.425,0.575,positive
great for learn the way from classroom,0.8,0.75,positive
would nice one can addparticular playlist videos from youtube instead adding videos one one just pastelink toplaylist and then the videos get added automatically,0.6,1.0,positive
beep beep lettuce,0.0,0.0,neutral
was helpful,0.0,0.0,neutral
installed and going show teacher but sign saysm not registered for confused how that,-0.4,0.7,negative
need really doesnmatter eitherguess itokayhaventried yet,0.2,0.2,positive
warriors blew lead,0.0,0.0,neutral
plz add download option for the doc ppt files,0.0,0.0,neutral
used love this app until they removed the screen son andwould use that screen see all his assignments and due dates one place,0.1875,0.4875,positive
great idea forclassroom platformwish there was support for markdown language that teachers can format content inconsistent way which would especially useful when teaching programming and for command line exampleslook for you this platforms future releases,0.4666666666666666,0.2916666666666667,positive
anti theft alarm app,0.0,0.0,neutral
take away the ability for teachers look work when isnsubmitted was infuriating when teacher marked work when the assignments deadline wasneven near,-0.13333333333333333,0.6,negative
cant log,0.0,0.0,neutral
fabeuook,0.0,0.0,neutral
tells update even though phone updates automatically,0.0,0.0,neutral
its cool but donlife like school like that,0.35,0.65,positive
last update was not working properly and hanging,0.0,0.08333333333333334,neutral
much storage,0.2,0.2,positive
not great you reteacher let know when the teacher functionality accessible from the app,-0.012500000000000011,0.5625,negative
personally think the world leaping towards online education google classroom isgood concept but live interaction with the class needed google hangouts implements this withoutwhiteboard facility and withlimitations interact with only live participants google classroom iseducational technology google needs providevideo conferencing capability within with least students orwebinar capability withlarger group teachers needs leave google platforms other sources for this requirementshope google will implement suchfacility soon atgenuinely affordable cost,-0.02537878787878788,0.5125,negative
could get stuff but would not let into some videos slides,0.0,0.0,neutral
well its,0.0,0.0,neutral
should for everyone who actually have use,0.0,0.1,neutral
its notbad app anything its just,0.0,0.0,neutral
what happens the materialscant see them here from the app web fine,0.4166666666666667,0.5,positive
google classroom helpme and alot other students with work donneed any hard copies and all your laptop desktop,-0.20833333333333334,0.4583333333333333,negative
should add tagging options notifications and pop telling teachers thatnewer and better version available,0.45,0.45,positive
helpful,0.0,0.0,neutral
wonlet sign fix andll givemore stars,0.0,0.0,neutral
love google classroom ita great service however the app unable connect the classrooms this means that the app will not show the most recent posts from classes,0.26,0.52,positive
canchange the class theme photo tablets please fix,0.0,0.0,neutral
slow confusing and plain update,-0.27142857142857146,0.38571428571428573,negative
other than the fact that nowcant use and check because said,-0.125,0.375,negative
info out date andcant and change,0.0,0.0,neutral
takes long download school but isgud app,-0.05,0.4,negative
was just expectingtimetable but asks forschool code does school even have one,0.0,0.0,neutral
how dosign for education classroom reply,0.0,0.0,neutral
itnot fun,0.3,0.2,positive
meh just for school but helps phone,0.0,0.0,neutral
the notifications arengoing through phone very inconvenient sincedepend notifications for new assignments added,-0.32181818181818184,0.7272727272727273,negative
welldiddnt give full because how complicated alsohadfew problems too,-0.07500000000000001,0.775,negative
features such class chat could addedfinishedtask and submit but display shows thathave not done yet,0.0,0.5,neutral
the app pretty good butwish that would auto detect due dates announcements because teachers leave announcements which donshow assignments and leads missing things they post also the app requires that you click the name the person who made the post open the post which kinda annoyingjust want click anywhere the post open itd also like the ability addclassmateemail tocontact tapping their name the classmates section,0.10416666666666667,0.5041666666666667,positive
itvery annoying and inconvenient that wonsynch with already established gmail accountshave many students who are confused how they need log and join upll admitm confused too becausecanhelp them everytimetry joinclass see what the problem isget error message stating thatdonhave access this app what going how are they supposed sign join the site woneven acknowledge them,-0.33999999999999997,0.76,negative
updated the app and wonshow classes,0.0,0.0,neutral
every timetry login aaysm not connected the internet even thougham fix this please,0.0,0.0,neutral
itsgood app,0.0,0.0,neutral
inworld where your forced download dis app teachers,-0.30000000000000004,0.2,negative
you guys should fix the login becausetried logging addonsee account,0.0,0.0,neutral
what you think yourstuent then yeah pretty boring guess what imstudent but its good and helpful app that helps you get your homework done,-0.01666666666666668,0.8666666666666667,negative
takes forever load,0.0,0.0,neutral
why cantattachfile and send the group,0.0,0.0,neutral
ita good appb,0.7,0.6000000000000001,positive
keeps saying are sorry but you not have access classroom please contact your domain administrator for accesscanaccess classes app but tried browser and worked please something about this thank you,-0.5,1.0,negative
the app containsbugcanopen the attached ppt files whenpress,0.0,0.0,neutral
the filehad try pressing several places find the right,0.14285714285714285,0.26785714285714285,positive
position the screen able open,0.25,0.5625,positive
helpful but drains battery like crazy,-0.6,0.9,negative
itstupid,0.0,0.0,neutral
iverry impress this app isvery usefull for teachers students also,0.0,0.0,neutral
please makebutton leave classroom,0.0,0.0,neutral
thia app helps the students get the assignment and all the other things also helps get the doudts clear lectures the users gets the notification mail the last date fir aby assignment work given teachers,-0.008333333333333326,0.27499999999999997,negative
this app never works from device even whenupdated itwas unenrolled from all classes and nowcanget back them,0.0,0.0,neutral
think cool becausecan talk your teachers here,0.35,0.65,positive
can assignments,0.0,0.0,neutral
doesngive any notifications,0.0,0.0,neutral
design system not good,-0.35,0.6000000000000001,negative
itnot the best but,1.0,0.3,positive
itok good for the parents they concern about they child ingd any school located here pascagoula thanks,0.44999999999999996,0.4,positive
what school donuse butwant seems interesting sowant try possible,0.25,0.75,positive
use laptop butcant use here keeps shutting off,0.0,0.0,neutral
does require data connection start,0.0,0.0,neutral
good app but still need lots features,0.7,0.6000000000000001,positive
after the upgradecant find the pen symbol anymore,0.0,0.0,neutral
this important the app doesnallow archive delete the class the app unable such then whatthe advantage profit installing the app plus doesnprovide the additional features like changing the theme etc,-0.033333333333333326,0.6666666666666666,negative
love most things google however being unable reply students questions etc makes difficult have collaborative conversations give immediate feedback students this app doesnhave all the easy use features that are desktop and that means students are running into the same limitationshope that will improved soonam using the app onsamsung tab that makes any difference,0.07222222222222223,0.5930555555555556,positive
well itgood for teacher post homework nah its good,0.7,0.6000000000000001,positive
its butdont always find assignments but whenwas usingmy computer worked,0.0,0.0,neutral
this app keeps crashing every month,0.0,0.0,neutral
makes think school which makes sad,-0.5,1.0,negative
think okay but does not allow people create their own classrooms which not right not effective cannot create classrooms,0.1642857142857143,0.7089285714285714,positive
why not make justsocial one maybe your notstudent teacher but you want communicate with you friends just want for funreally suggest,0.0,0.0,neutral
specialist,0.0,0.0,neutral
would give this but doesnwork with school email when onlinecan log into email just fine,0.4166666666666667,0.5,positive
the notification for new assignment never show upknow new assignment aftergot new emailuse asus zenfone please fix thanks,0.15227272727272728,0.3909090909090909,positive
google classroom very helpful terms turning assignments however has flaws whentry create any sort google doc slide spreadsheet pdf attachment the app attaches some sort space that the only option draw this super frustrating everytimehave attachdocumenthave separately into google docs name unnecessarily long assignment title write the assignment and switch back classroom attach and submit not good,-0.03809523809523809,0.5523809523809524,negative
lost app,0.0,0.0,neutral
ita good thing use computer but phone always sayscanconnect right now try again later does anyone know how solve this,0.32857142857142857,0.37857142857142856,positive
really hate this app itso great canhelp work anduse all the time yeet,0.0,0.825,neutral
other than this not only night nice atl,0.15833333333333333,0.7916666666666666,positive
good know,0.7,0.6000000000000001,positive
this app takeshigh space socouldnable download,0.0,0.0,neutral
good app and usefully for all others,0.5,0.30000000000000004,positive
stilllong way,0.0,0.0,neutral
the class having bug our teacher created assignment and deadline submit same day how one can able set deadline before creating assignment donyou think you have fix this,0.25,0.375,positive
once the weird glitch thing was fixedgot back classes and everything became normal pretty good app,0.12,0.65,positive
app will let open things and write answers but the secondwant turn something the private comment bar blocks preventing from turning please fix this,0.0,0.4375,neutral
wasnable see the classreally needed submit report pls halp,0.0,0.0,neutral
about the new updated version afterupdated classroomcouldnt acess fix that bug plz,0.13636363636363635,0.45454545454545453,positive
after the updatewas kicked out classes butdeleted and installed google classroom twice and worked and brought classes back having troubleshould try this this doesnt workdont know what else dohope this works for you,0.0,0.0,neutral
recently has stopped allowing open documents andm not sure why,-0.08333333333333333,0.5462962962962963,negative
isgreat app before hadfish icongoogled and says thathave developer mode please let have regular classroom back,0.0,0.038461538461538464,neutral
been removed every classroom thatwas whenclicked themhope this wonrepeat because the classes contain materials thatneed and possible get back into these classes,0.0,0.5,neutral
why this version classroom suddenly confidentialhonestly have clue what going,0.0,0.5,neutral
attendance taking option pinned post option way highlightpost therea option pick students but none for taking attendance how that possible,0.0,1.0,neutral
need more optionsthink about live session with connected students,0.3181818181818182,0.5,positive
add share options and more features,0.5,0.5,positive
need improvements,0.0,0.0,neutral
hard find out homework schedule for some teachers because itanother thing the real classroom,-0.04583333333333334,0.42083333333333334,negative
cannot handle excess data,0.0,0.0,neutral
italways giving notifications and itannoying,0.0,0.0,neutral
canopen delete archived classes,0.0,0.0,neutral
glitching,0.0,0.0,neutral
school very hard,-0.3791666666666667,0.7041666666666666,negative
bug everywhere,0.0,0.0,neutral
notification management should bethingwould wantfeature where you could choose you want receivenotification forclass assignment for example hour before itdue notday before,0.0,0.0,neutral
everything was fine but now doesnt even show classescant turn inhuge assignment that almost precent grade,0.4166666666666667,0.5,positive
the idea good but google needs designnew whole way organize the classroom this version looks messy,0.2333333333333333,0.4666666666666666,positive
wont let sign into google accountuse school they need get this fixed,0.1,0.2,positive
all school started use this app sohopecan works properly with read unread notifications,0.05,0.25,positive
not bad itgood for school anyways,0.3499999999999999,0.6666666666666666,positive
need more features,0.5,0.5,positive
need option for sending others,0.0,0.0,neutral
teachers are annoyong,0.0,0.0,neutral
dark mode please,-0.15,0.4,negative
welldonknow phone the app but everytimetry add school account says couldncommunicate with google servertried using boutmonth but still canpls reply,0.0,0.0,neutral
sometime uploaded files links arenaccessible students,0.0,0.0,neutral
itvery good becausework him,0.7,0.6000000000000001,positive
using this app for homeschooling and for the most part does helplot with organization however grading quizzes isbit cumbersomecreate the quiz the drive then attach classroom the student takes the quiz the drive and marks done the classroomgo back into the drive retrieve the grade then back classroom record surely therean easier way,0.25,0.3472222222222222,positive
use gmail account signing google classroom but whenevertried addingnew account keep asking aboutcode idk where canfind the code please help what,0.0,0.0,neutral
there must option attach document comment,0.0,0.0,neutral
this isgreat appuse all the time becausem school however there this bug that sayshave internet connection whendo stops from checking class work and makes the app unusable sadly happenslot times well itquite annoying please fix this thank you advance,-0.65,0.95,negative
frequently crashes,0.1,0.3,positive
ita good way for not wasting paper and also helps you keep track your stuff unlike paper thereabsolutely way lose,0.7,0.6000000000000001,positive
sometimes doesnlet access,0.0,0.0,neutral
never works all for butam useingphone that may have something with,0.0,0.0,neutral
reeeeeeeeee,0.0,0.0,neutral
itstill but whenhave another account always tells verify the account,0.0,0.0,neutral
give three stars because only teachers can upload content student can upload some content like pdf jpgs etc then will more better than current version,0.25,0.6,positive
helps people poop good the toilet when like tough,0.09259259259259257,0.47777777777777786,positive
very help all duty,0.2,0.3,positive
hmmm sorry butwas gonna rate stars but uhwas expecting for like the google classroom from the schoolchromebooks andusesamsung galaxy tabsorry,-0.5,1.0,negative
one doesnwork,0.0,0.0,neutral
the apps can open from multiple device using same account,0.0,0.20833333333333334,neutral
donknow why but right after the latest updatedidnget any notifications when lectures send notes homework,0.39285714285714285,0.7178571428571429,positive
very useful one updates for students amd parents ismust these days keep rocking,0.39,0.0,positive
donunderstand app great but thentry edit work andcani canwork the even thougham please fix this google,0.8,0.75,positive
slow app,-0.30000000000000004,0.39999999999999997,negative
its nice but sometimes takes more time open files,0.3666666666666667,0.6666666666666666,positive
rally good,0.7,0.6000000000000001,positive
wanted send powerpoint output subject and ended not sending coz the app wonaccept workam thinking that should good this second timem using this one,0.17777777777777778,0.3111111111111111,positive
tried recordvideo from google classroom and saved just because canupload the assignment now its gone,0.0,0.0,neutral
did not get makecomment this app show that completed the homework that was given,0.0,0.0,neutral
new for not yet familiar with,0.2556818181818182,0.4772727272727273,positive
its cool,0.35,0.65,positive
pls tell how download digital teks book,0.0,0.0,neutral
help full,0.35,0.55,positive
helpful for exams but uses wifi,0.0,0.0,neutral
moderate,0.0,0.7,neutral
you guys need add the edit function comment box,0.0,0.0,neutral
works really good most the time but the secondtry use phonedont have access weird and unacceptable,0.2333333333333333,0.7000000000000001,positive
notification anything even thoughenabled them app and phone settings,0.0,0.0,neutral
prefer the old version classroom itmore accessible,0.2375,0.2875,positive
how submit assignment thereno option for that please fix soon,0.0,0.0,neutral
still learning far pretty helpful,0.175,1.0,positive
would better there wasdate posted assignments becausegot anonlate assignmentgot done within the late spectrum whencould post late and the teacher doesnbeleive,-0.033333333333333326,0.5666666666666668,negative
actually according whatve heard about use begreat app and maybe whenget over itwill rate much betterguess,0.1,0.15000000000000002,positive
crashes whenswitched account,0.0,0.0,neutral
too slow,-0.30000000000000004,0.39999999999999997,negative
need just addsearch option that files name the person who send the file can searched without that takes time find the person and name the old file,0.1,0.2,positive
great concept and all butcancreatenew account without inserting some pin code verify identityhavenheard any codeneed know for makingnew account please tell what kind code that,0.7,0.825,positive
times works some times does not,0.0,0.0,neutral
involves school,0.0,0.0,neutral
this app wonlet log andcan log other devices really frustrating,-0.2625,0.6375,negative
canopen attachment file for assignment,0.0,0.0,neutral
should hasoption tagging someone when replychat,0.0,0.0,neutral
job description,0.0,0.0,neutral
just nice,0.6,1.0,positive
for study imfrof nolege pleace google help,0.0,0.0,neutral
good apps,0.7,0.6000000000000001,positive
please explain whycango the classroom says please contact domain administerneed help and reason why,0.0,0.0,neutral
not very useful application there telegram channel,-0.11538461538461536,0.0,negative
please whentry opening sent documents keeps telling that google classroom has stopped working please try and find solutions this problem thanks,0.2,0.2,positive
whenopen doc show error update version,0.0,0.0,neutral
please dark theme for google clasroom,-0.15,0.4,negative
best app for students,1.0,0.3,positive
very helpful keep with school classes but freezes here and there and something keeps saying try again most classes refresh,0.35,0.4,positive
already had accountput and the app would not let use that nowhave turn work late dont get this app alsogot ityear ago and did the same thing,-0.15,0.3625,negative
cant open documents,0.0,0.5,neutral
like and use classroomlot but every timetry join intoclass intoclass assignmentcanbecause always says something went wrong please try again please help,-0.5,0.9,negative
mine was error this all day connection are just fine,0.4166666666666667,0.5,positive
its annoying that you need still install google docs and slides why can all just done google classroom,-0.8,0.9,negative
was pretty good the only thingdid not like was that would not let sorry this messes your repution butjust had say well havegood day,0.11249999999999999,0.9,positive
was good until the app stopped accepting emailnow have wait untilhave access computer beforecan open google classroom,0.35,0.55,positive
could make downloadingpdflittle more easier,0.5,0.5,positive
can use this just fine class chromebooks buttried download tablet andlogged with school account and says you not have access google classroomsm not saying the site bad butwant know why this isnworking send help please,-0.14166666666666658,0.5833333333333333,negative
keep pop data connection required connect google play service even connected data using data now rate this appcan only use this app when phone connected with wifi please let know what thanks,0.1,0.6,positive
itsuper but homework very though,0.2,0.3,positive
now this epic,0.1,0.4,positive
good app and even helps keep organize your google docs slides and others making titlesvas you want this works fine laptop but tab says unfortunately the google classroom has stopped wheneveropen can you please fix,0.20555555555555557,0.7000000000000001,positive
kindly add option for students upload pictures their answers assignments difficult for them type whole mathematics work,0.09999999999999999,0.7666666666666666,positive
ita good app but dosent allow access the attachments posted,0.7,0.6000000000000001,positive
not add attachment please improve,0.0,0.0,neutral
the students cannot send the assignment the teacher only other than that good please please make the changes,0.19166666666666665,0.6583333333333333,positive
whenread the ppt material google classroom and returned using other app and whenreturned again read ppt they appear from first page this irritating please bring update continue the ppt whereleft,-0.09166666666666667,0.5027777777777778,negative
this the first time for use this aplication buthope this aplication help went working exercise,0.25,0.3333333333333333,positive
good experience,0.7,0.6000000000000001,positive
good applearn much from this app,0.44999999999999996,0.4,positive
itneed improvement terms idea because professor first sign paper then they say upload there any way digital signature because everyone can submit single pdf assignments,0.05952380952380953,0.18253968253968253,positive
think itsgood app butjust dont like the way set,0.0,0.0,neutral
none,0.0,0.0,neutral
goodthink,0.0,0.0,neutral
use google classroom for school almost every day almost all the teachers school use gclassroom for posting homework assignments and such for that aspect works just fine however lacking certain areas for instance google classroom lacks the functionality for parents easy checkstudents google classroomalso feel that google classroom would benefit from even more interactive features maybe evenmore finished test system and grading system,0.31285714285714283,0.5809523809523809,positive
vrv,0.0,0.0,neutral
itreally useful ittoo easy usethink itbe better can attach any file with class comments,0.41111111111111115,0.4444444444444445,positive
itawesomecan now school work from home with less costs,-0.16666666666666666,0.06666666666666667,negative
this google are amazinglove much,0.2,0.2,positive
ithelpful,0.0,0.0,neutral
add feature download documents,0.0,0.0,neutral
good app but wheneveropen crash,0.7,0.6000000000000001,positive
almost perfect somehow lack mobile sort arrange classes andquick link change file permission downloadable yourteacher google forms launch asseparate app better can open inside this app hope night mode available,0.475,0.6,positive
great initiative always google but needfew more features and some improvements but considering the app was launched less thanfortnight agoknow you guys will improve near future,0.24666666666666667,0.36833333333333335,positive
the process,0.0,0.0,neutral
hood option thise saptor,0.0,0.0,neutral
was good experience,0.7,0.6000000000000001,positive
its lit,0.0,0.0,neutral
ihaving trouble turning assignments,-0.2,0.2,negative
not okay,-0.25,0.5,negative
good but homework,0.7,0.6000000000000001,positive
very good use with students who havegoogle account more difficult for those who don,0.3033333333333333,0.7600000000000001,positive
little suck,-0.1875,0.5,negative
app stopped notifying after the last update,0.0,0.06666666666666667,neutral
suddenly stopped opening donunderstand whywill try install again,0.0,0.5,neutral
problem,0.0,0.0,neutral
tends bug outlot when addingnew account often crashes google pixel when opening the main menu thay displays all classes itreally unfortunate give this app star rating asuse daily and required for academic uses usuallym very impressed with google apps the all perform smoothly butjust cannot say the same about google classroom,0.15238095238095237,0.42261904761904756,positive
love this app because helps studies,0.5,0.6,positive
ratedfor everyone,0.0,0.0,neutral
knw this app nyc ashv used desktop but how enter childs school mobile iyt not accepting school classroom idcan more thn plz help thnks,0.5,0.5,positive
blessed fam,0.0,0.0,neutral
itpretty easy use and keeps you organized,0.43333333333333335,0.8333333333333334,positive
grade teacher andamlove with this,0.0,0.0,neutral
simply best for education,1.0,0.3,positive
classroom isfree service for schools non profit organsations and anyone withpersonal google account organsations noice one google,0.0,0.0,neutral
very happy this what college decided use since very easy access learn and separate subjects however one issuehave the fact the the day before and the dayassignment due the time itdue disappears and itpretty important because meanswhole day difference,0.45958333333333334,0.84375,positive
helped,0.0,0.0,neutral
not that badcan school work here and there,0.0,0.0,neutral
think isgreat way see your teacherassignments for your classes and you can also them home,0.0,0.0,neutral
this app wonderful,1.0,1.0,positive
fine app,0.4166666666666667,0.5,positive
nice app communicate with teachers and get know about studentprogress,0.6,1.0,positive
sometimes the notification app didnshow whatthe problem,0.0,0.0,neutral
really good gives updated school,0.7,0.6000000000000001,positive
best app thanks for google make learning that much easy,0.5444444444444444,0.4444444444444445,positive
itgreat but ifm locked out accountcansign out and usedifferent account,0.0,0.0,neutral
there isfeature google classroom ios swipe between images inside assignment but android doesnhave isvery handy feature please add,0.6,0.9,positive
absoulutly love this app easy comunicate your teacher,0.4666666666666667,0.7166666666666667,positive
very good the app,0.9099999999999999,0.7800000000000001,positive
really good,0.7,0.6000000000000001,positive
ood,0.0,0.0,neutral
itvery useful for getting knowledge,0.3,0.0,positive
like and all but thereway change your profile pictureve been having troubles and its just stressful,0.0,0.0,neutral
best than chak take methode,1.0,0.3,positive
please let view the archived classes the app only,0.0,1.0,neutral
thanks for app,0.2,0.2,positive
not the best thing but pretty dang good better than edmodo the very least,0.41200000000000003,0.5840000000000001,positive
itgood one,0.0,0.0,neutral
its really helpful for school and homework,0.2,0.2,positive
works great wishcould use mobile type work,0.8,0.75,positive
itgood connecting classmates,0.0,0.0,neutral
not bad easy use,0.3916666666666666,0.75,positive
collects and saves tons classroom information,0.0,0.0,neutral
boring itschool obviously itboring butgot admit really,-0.26666666666666666,0.5666666666666667,negative
helpfulmiss the days using paper lazy ass teachers,-0.25,1.0,negative
good interaction between teacher and student,0.7,0.6000000000000001,positive
luv the app years running kids luv the excitement ecstatic,0.0,0.0,neutral
really like this app because helps with organizing assignments and turning them howeverdo not like the fact that doesnnotify you when your teachers post something,0.2,0.2,positive
working great fargood addition have the ability for the teacher change student names that easier for them manage the grade book,0.8,0.75,positive
plz give the facility ask questions with teachers personally thanks,0.2,0.2,positive
forced get for school suck ass,-0.30000000000000004,0.2,negative
educational,0.25,0.25,positive
this isnice app use for classwork butwish didnget the update,0.0,0.0,neutral
canot upload pdfs photos answer,0.0,0.0,neutral
takes minimal storage mobile and when combined with google docs has adequate functionality and featuresalso like thatam notified every time something posted one classes soam always date,0.11666666666666665,0.4666666666666667,positive
would awesome there wereversion for parents that can connect multiple kids accounts,0.5,0.5,positive
pretty good school app,0.475,0.8,positive
