Reviews,polarity,subjectivity,label
develop it more,0.5,0.5,negative
thank you very much ar can see my teacher every day,0.26,0.26,negative
kind of mid for turning in school work it takes way too long to upload kb pictures have to upload 10 and it takes forever ,0.18333333333333332,0.43333333333333335,negative
november,0.0,0.0,neutral
it has some bug the file is sent but not visible to the students ,0.0,0.0,neutral
good,0.7,0.6000000000000001,positive
worst ra deei,-1.0,1.0,negative
khalisya balqis ,0.0,0.0,neutral
great awesome,0.9,0.875,positive
allows my son to connect to school and complete homework however he is struggling to log in via his phone via his account connected to mine as family link which is quite annoying ,-0.35000000000000003,0.65,negative
its okay ig,0.5,0.5,negative
tk ada pa maklumat,0.0,0.0,neutral
this is really bad app which have never seen it is used for my school purpose but am not abled to complete within the time given ,-0.29999999999999993,0.5333333333333333,negative
vfu,0.0,0.0,neutral
i haven been able to get on this app always says something went wrong it worked the first few months and then it just randomly stopped,-0.09,0.4916666666666666,negative
nice app,0.6,1.0,positive
ff,0.0,0.0,neutral
very good app for help all students also teachers,0.9099999999999999,0.7800000000000001,positive
good,0.7,0.6000000000000001,positive
the app is very useful but sometimes the app is not show the class comments and time of comment ,0.39,0.0,negative
it won let me launch and says do not have access to classroom,0.0,0.0,neutral
it works but the loading is just no terrible,0.5,1.0,negative
why cant save my work not cool google not cool,-0.175,0.65,negative
not letting me do things fix please an thank you,0.0,0.0,neutral
when am working in my work it glitches me out of my work before could even save it and have to do it over and over again at first thought it was good but after triggered this bug soooooo many times just want to say google disappointed me ,0.175,0.5458333333333334,negative
the classroom is not responding properly although the network is so fast need study but its not opening,0.1,0.35,negative
i very frustraded cant check my overall average in my classes like can on my computer or an iphone please fix this as top student im very concerned with my grades being at specific level however cannot check my average on my android but can on computer ,0.08571428571428572,0.28928571428571426,negative
it stops working all the time on my phone saying something went wrong please try again or you are not enrolled in this class or just kicks me out of my account and won let me back on,-0.25,0.45,negative
i gave away password and now it says do not have access to the app can not go on do not download ,0.0,0.0,neutral
it wants me to request permissions for basically anything and is impossible to use because of it as student d say if you need to look at files for the most part use different app or opt for the website ,0.008333333333333345,0.55,negative
our teacher told us to log into our accounts on our phones if we wanted to our own personal emails won work with google classroom and it says that they are invalid there is no option to sign in with an existing account if there was would easily be able to sign into my school account with my schools email they set up for me could this be added please ,0.3666666666666667,0.6416666666666667,negative
whenever try to attach document from the phone it shows couldn attach drive files it happens everytime and have to upload everything on drive to attach the file please find the fix soon ,0.0,0.0,neutral
the app downloaded to phone that did not choose and can use no way to delete and install on my laptop ,0.0,0.0,neutral
doesnt let me join classroom,0.0,0.0,neutral
amazing,0.6000000000000001,0.9,positive
there should be download option to study offline ,0.0,0.0,neutral
it takes more time to load the ppt these problem comes only now days last verson was good than this the updates are bad,0.10000000000000002,0.5666666666666667,negative
hi since this morning m not able to open the editing student document option on my android tablet it just opens it on googledrive documents m astonished as until this morning everything worked out perfectly any ideas ,0.25,0.7083333333333334,negative
not pretty good simply it doesn have messaging feature and the students can choose the privacy of what they post on the wall ,0.19166666666666665,0.6523809523809524,negative
my teacher made me get this and dislike her so ll take it of on the app for no real some reason,-0.1,0.30000000000000004,negative
good,0.7,0.6000000000000001,positive
good aps,0.7,0.6000000000000001,positive
it keeps constantly closing on me saying it isnt responding when try scrolling,0.0,0.3333333333333333,neutral
i try to add an account that being my child but the first thing it asks for is password not email but password my password doesn work and neither does my child ,0.25,0.3333333333333333,negative
it is very helpful to me,0.2,0.3,negative
doesn update grades in app but will send notifications of grade updates ,0.0,0.0,neutral
allow student with gmail account can join educational account group add attendance option in the group which can be exported to google sheet and list of student can be imported from google sheet ,0.25,0.25,negative
i am getting error that closed the app,-0.1,0.1,negative
ok,0.5,0.5,negative
due to lack of internet service it is unable to download the documents and sometimes it is not possible to submit our assignments it displays sorry something goes wrong ,-0.325,0.755,negative
edey worry me pass,0.0,0.0,neutral
we can install this app on zapya,0.0,0.0,neutral
lmao my work late submitted too long loading after waiting for too long it not submitted get this fixed this app make me sick ,-0.06904761904761904,0.5761904761904763,negative
we need dark theme,-0.15,0.4,negative
clg lo chadivindi saripo leda ikada kuda chadvala,0.0,0.0,neutral
hello google classroom operator please fix this friking bug cant see the documents that the teachers send it said unfortunately google classroom has been stoped please update and fix this bug,-0.5,1.0,negative
it was good but recently it keeps saying need to contact the domain administrator and won let me in ,0.35,0.42500000000000004,negative
it keeps saying theres something wrong and m unable to see classwork,-0.5,0.7,negative
i used to be able to get into classroom now it keeps saying my access to the account is denied it also kept saying sorry something wrong and nothing would work,-0.16666666666666666,0.8416666666666667,negative
i trying to use my school email to get to my classes but it says need to contact domain administrator for access also before was locked out my school account the assignments would not update to current ones ,0.0,0.4,neutral
terrible doesnt even work ,-1.0,1.0,negative
mef at ha ash s ssh ha egg nz ssh nz,0.0,0.0,neutral
cant log on with school accounts,0.0,0.0,neutral
virtually unusable on mobile between sorry something went wrong try again and could not load and just general slowness it a mess ,-0.28125,0.6437499999999999,negative
my app is not working since 5th august so uninstalled than restalled it but now msg showed contact to ur domain administrator one more question that can we use this app on different mobiles with same id ,0.16666666666666666,0.4083333333333334,negative
good app indeed however for this past few days the apps doesnt work everytime try to send my work it say work doesnt send or there an error occured ,0.08333333333333331,0.3166666666666667,negative
for some reason have to do this action and have sync errors what is this problem ,0.1,0.1,negative
hassan,0.0,0.0,neutral
not getting notifications only downloaded it to get notifications have to check them each time like in the website ,0.0,1.0,neutral
i really like the app my big complaint is that you can not track attendance and behavior as well forcing you to use somethibg else anyway ,-0.033333333333333326,0.16666666666666666,negative
won let me in after few days ,-0.2,0.1,negative
it says can connect most of the time so gotta re install it so fix it plz imma 5th grader so really need this app,0.35,0.35,negative
its ok,0.5,0.5,negative
it won show my classroom work,0.0,0.0,neutral
it school it ok,0.5,0.5,negative
it doesnot get install,0.0,0.0,neutral
i have several students that downloaded the app but the ones with iphone were able to access the classroom page but the android students could not please fix this issue ,0.25,0.3125,negative
o k,0.0,0.0,neutral
junko the best,1.0,0.3,positive
i just got this for school ,0.0,0.0,neutral
this app should have widgets ,0.0,0.0,neutral
i submits assignments and work done,0.0,0.0,neutral
3 stars because of school,0.0,0.0,neutral
asf,0.0,0.0,neutral
it a way for teachers to get out of teaching and let the internet teach myself hate it but some of my classmates like it but it dosnt make 8th grade any easier ,-0.8,0.9,negative
it won connect because the info might be outdated anyone with an answer to why my app is doing this please let me know,-0.4000000000000001,0.6333333333333334,negative
wow good job ,0.39999999999999997,0.8,negative
how do you upgrade,0.0,0.0,neutral
i put in my classroom email and nothing happened so put in my information for nothing but had other electronics to use so it was ok ,0.1875,0.4375,negative
when post is long it doesn open sometimes tapping on the post multiple times does the job sometimes doesn it makes the mobile app pretty much unusable also please include dark mode ,0.041666666666666664,0.4166666666666667,negative
i could access the assignments had given to my classes until myself joined class created by admin now all can see is assignments am given not those for the classes run had hoped that the updates would address this bug have submitted feedback repeatedly on this issue please fix ,0.0,0.0,neutral
hi google have tried logging in with my gmail id but it is not accepting please fix it ,0.0,0.0,neutral
avg,0.0,0.0,neutral
can go in previous tab when click on calendar,-0.16666666666666666,0.16666666666666666,negative
thanks hh,0.2,0.2,negative
it ok,0.5,0.5,negative
pls fix your bug about the internet,0.0,0.0,neutral
i love googles tools lot have student account but my school uses more apple tools would love if it was possible to use the tool even without class code,0.375,0.675,negative
it should let my parents she had the app in 5th grade still use there apps like facebook and youtube correctly instead of blocking them out,0.0,0.0,neutral
since last update cant open the app,0.0,0.2833333333333333,neutral
i cannot send my work,0.0,0.0,neutral
good for school but could have more options for students,0.6,0.55,positive
it a good app but it doesn work on the smartphone,0.7,0.6000000000000001,positive
do need wifi on it ,0.0,0.0,neutral
dark mode for the love of god ,0.175,0.5,negative
i actually love this app but since few days ago it can let me post any files from my file manager as assignments to any tasks given by my teachers please fix this problem then d like to add more star thank you ,0.26666666666666666,0.39999999999999997,negative
when you go into app it says to update it now but when we tap on update button play store opens and we got to know that it is already updated this is happening repeatedly ,0.0,0.0,neutral
what is the class code don get it,0.0,0.0,neutral
i am beautiful and be in the uk,0.85,1.0,positive
i a 7th grader using my dad email or account and just have question how do you log into your school account on my tablet it won let me ,0.0,0.0,neutral
it okay,0.5,0.5,negative
it ok,0.5,0.5,negative
ok guess it fine,0.45833333333333337,0.5,negative
yayyyyy,0.0,0.0,neutral
useful,0.3,0.0,negative
ew,0.0,0.0,neutral
notifications seem broken only showing blank notification from the app no details whatsoever maybe it an app bug or just an incompatibility error with oreo ,-0.13333333333333333,0.4666666666666666,negative
app can be better whenever open some document sended to me it says connect to the interest even it is connected please help my exams are near,0.19999999999999998,0.4666666666666666,negative
it keeps saying need an upgrade but it doesn need to be updated ve uninstalled it too and it says the same,0.0,0.125,neutral
forms that are made for classroom are to be opened in browser pls fix that,0.0,0.0,neutral
hey saw this app get patented by elon rood in may 2014 as pixus lightning educator where did you get the idea for this you havent finished the invention all the low income children of the world need thier educator thier portable classroom you made so well if you are going for the gold get to steppin enjoy ,0.2,0.4,negative
nice,0.6,1.0,positive
trash,0.0,0.0,neutral
add an option to sign in without granting admin rights to domain owner,0.0,0.0,neutral
there is problem with opening attachments on mobile please fix this is makes it hard to use ,-0.2916666666666667,0.5416666666666666,negative
eh it whatever only ever use it for school work en stuff,0.0,1.0,neutral
i can get rid of labels from my classes in google calendar ,0.0,0.0,neutral
being able to have students alphabetcal by last name on the android app would be very helpful would make entering and sbumtting grades much easier,0.22499999999999998,0.29791666666666666,negative
awesome but hope google implements the ability to download the attachments because that how our professors give notes,1.0,1.0,positive
ok,0.5,0.5,negative
it did not work for me,0.0,0.0,neutral
it keeps people on the computer so much to do their work their eyes start to hurt and get headaches this is just promoting more online work ,0.35,0.35,negative
i like using it when need too ,0.0,0.0,neutral
caprice please teach me how to use,0.0,0.0,neutral
it won work,0.0,0.0,neutral
it slow but its good,0.19999999999999996,0.5,negative
it wont let me on ggggrrr but if use computer it fine,0.4166666666666667,0.5,negative
it ok,0.5,0.5,negative
well at least can now do computer work at home on my tablet,-0.3,0.4,negative
google class ,0.0,0.0,neutral
it ok like it,0.5,0.5,negative
google classroom is great tool the app has difficulty updating the stream ,0.8,0.75,positive
my admin has accepted me to use it but it says my admin hasn i use it at school and have no problems but can not use this on my phone,0.0,0.0,neutral
ok,0.5,0.5,negative
it says need to upgrade it to use it but don know how ,0.0,0.0,neutral
dianna lynn bàre,0.0,0.0,neutral
dab,0.0,0.0,neutral
it is okay,0.5,0.5,negative
average,-0.15,0.39999999999999997,negative
won work anymore was great when it did work though ,0.8,0.75,positive
visual book,0.0,0.0,neutral
it fine,0.4166666666666667,0.5,negative
not very impressive just simple copy of my homework app and prefer the latter ,-0.1282051282051282,0.37545787545787546,negative
why is it taking too long to download it,-0.05,0.4,negative
it ok,0.5,0.5,negative
i cant see recent feed from my teacher other than me everyone can see the feed please fix this issue ,-0.0625,0.3125,negative
never loading,0.0,0.0,neutral
why cant used my gmail account that have already exist on my device ,0.0,0.0,neutral
nice idea really grt app but still many things to be introduced like whenever there is number it should be linked with related information summary of an assignment should be linked to students profile and many more,0.3833333333333333,0.5166666666666667,negative
its ok guess just need to do my work peace ,0.5,0.5,negative
you can stay on top of things it cool,0.425,0.575,negative
it good,0.7,0.6000000000000001,positive
great for learn on the way from classroom,0.8,0.75,positive
it is ok,0.5,0.5,negative
it would be nice if one can add particular playlist of videos from youtube instead of adding videos one by one just paste link to playlist and then the videos get added automatically ,0.3833333333333333,0.6666666666666666,negative
beep beep lettuce,0.0,0.0,neutral
it was helpful,0.0,0.0,neutral
i installed it and is going to show to my teacher but at sign in it says m not registered for it im confused how to do that,-0.4,0.7,negative
i need it so it really doesn matter either guess it okay haven tried yet ,0.35,0.35,negative
warriors blew 3 1 lead,0.0,0.0,neutral
plz add download option for the doc ppt files,0.0,0.0,neutral
i used to love this app until they removed the to do screen my son and would use that screen to see all of his assignments and due dates in one place ,0.1875,0.4875,negative
great idea for classroom platform wish there was support for markdown language so that teachers can format content in consistent way which would be especially useful when teaching programming and for command line examples look for you this platforms future releases ,0.4125,0.28125,negative
anti theft alarm app,0.0,0.0,neutral
take away the ability for teachers to look at work when it isn submitted it was infuriating when my teacher marked my work when the assignments deadline wasn even near ,-0.13333333333333333,0.6,negative
i cant log in,0.0,0.0,neutral
fabeuook,0.0,0.0,neutral
eh,0.0,0.0,neutral
it tells me to update even though my phone updates automatically,0.0,0.0,neutral
its cool but don life like school like that,0.35,0.65,negative
last update was not working properly and hanging,0.0,0.08333333333333334,neutral
so much storage,0.2,0.2,negative
not so great if you re teacher let me know when the teacher functionality is accessible from the app ,0.5875,0.5625,negative
its ok,0.5,0.5,negative
i personally think the world is leaping towards online education google classroom is good concept but live interaction with the class is needed google hangouts implements this without whiteboard facility and with limitations to interact with only 10 live participants if google classroom is educational technology google needs to provide video conferencing capability within it with at least 50 students or webinar capability with larger group teachers needs to leave google platforms to other sources for this requirements hope google will implement such facility soon at genuinely affordable cost ,0.10888429752066116,0.4931818181818182,negative
i could get to stuff but it would not let go into some videos or slides,0.0,0.0,neutral
well its ok,0.5,0.5,negative
it should for everyone who actually have to use it ,0.0,0.1,neutral
its not bad app or anything its just ok ,0.42499999999999993,0.5833333333333333,negative
what happens to the materials cant see them here from the app web is fine ,0.4166666666666667,0.5,negative
google classroom help me and alot of other students with work don need any hard copies and all on your laptop or desktop ,-0.20833333333333334,0.4583333333333333,negative
it should add tagging options notifications and pop telling teachers that newer and better version is available if so ,0.45,0.45,negative
helpful,0.0,0.0,neutral
it won let me sign in fix it and ll give more stars,0.5,0.5,negative
i love google classroom it a great service however the app is unable to connect to the classrooms this means that the app will not show me the most recent posts from my classes ,0.26,0.52,negative
we can change the class theme photo on tablets please fix ,0.0,0.0,neutral
slow confusing and plain update,-0.27142857142857146,0.38571428571428573,negative
other than the fact that now cant use and check it because it said my info is out of date and cant go in and change it,-0.125,0.375,negative
takes to long to download in my school but is gud app ,-0.05,0.4,negative
i was just expecting timetable but it asks for school code does my school even have one ,0.0,0.0,neutral
sucks,-0.3,0.3,negative
how do sign up for education classroom do reply,0.0,0.0,neutral
it not fun ,-0.15,0.2,negative
meh just for school but it helps to be on my phone,0.0,0.0,neutral
the notifications aren going through to my phone very inconvenient since depend on my notifications for new assignments added ,-0.32181818181818184,0.7272727272727273,negative
well diddnt give it full because of how complicated it is also had few problems too ,-0.11666666666666668,0.55,negative
it good,0.7,0.6000000000000001,positive
ok,0.5,0.5,negative
features such as class chat could be added finished task and submit it but display shows that have not done it yet ,0.0,0.5,neutral
the app is pretty good but wish that it would auto detect due dates in announcements because teachers leave announcements which don show up as assignments and it leads to me missing things they post also the app requires that you click the name of the person who made the post to open the post which is kinda annoying just want to click anywhere on the post to open it d also like the ability to add classmate email to contact by tapping on their name in the classmates section,-0.025000000000000005,0.5607142857142857,negative
it very annoying and inconvenient that it won synch with already established gmail accounts have many students who are confused as to how they need to log in and join up ll admit m confused too because can help them everytime try to join class to see what the problem is get an error message stating that don have access to this app what is going on how are they supposed to sign up join if the site won even acknowledge them ,-0.38,0.78,negative
updated the app and it won show my classes,0.0,0.0,neutral
every time try to login it aays m not connected to the internet even though am fix this please,0.0,0.0,neutral
good,0.7,0.6000000000000001,positive
its good app,0.7,0.6000000000000001,positive
in world where your forced to download dis app by teachers,-0.30000000000000004,0.2,negative
you guys should fix the login because tried logging in ad don see my account,0.0,0.0,neutral
what do you think if your stuent then yeah pretty boring guess what im student to but its good and helpful app that helps you get your homework done,-0.01666666666666668,0.8666666666666667,negative
takes forever to do load,0.0,0.0,neutral
very useful ,0.39,0.0,negative
why cant attach file and send it to the group,0.0,0.0,neutral
it a good appb,0.7,0.6000000000000001,positive
it keeps on saying we are sorry but you do not have access to classroom please contact your domain administrator for access can access my classes on app but tried it on browser and it worked please do something about this thank you ,-0.5,1.0,negative
it ok,0.5,0.5,negative
the app contains bug can open the attached ppt files when press on the file had to try pressing on several places to find the right position on the screen to be able to open it ,0.15714285714285714,0.4321428571428571,negative
helpful but drains battery like crazy,-0.6,0.9,negative
it stupid,-0.7999999999999999,1.0,negative
i verry impress by this app it is very usefull for teachers students also,0.2,0.3,negative
please make button to leave classroom,0.0,0.0,neutral
not bad,0.3499999999999999,0.6666666666666666,negative
thia app helps the students to get the assignment and all the other things it also helps to get the doudts clear by lectures the users gets the notification in mail the last date fir aby assignment or work given by teachers ,-0.008333333333333326,0.27499999999999997,negative
good,0.7,0.6000000000000001,positive
like it,0.0,0.0,neutral
this app never works from my device even when updated it was unenrolled from all classes and now can get back in them ,0.0,0.0,neutral
i think it is cool because can talk to your teachers on here,0.35,0.65,negative
i can do assignments,0.0,0.0,neutral
ok,0.5,0.5,negative
doesn give any notifications,0.0,0.0,neutral
design or system is not good,-0.35,0.6000000000000001,negative
it not the best but it is ok,0.75,0.4,positive
it ok good for the parents if they concern about they child in g d or go to any school located here in pascagoula ms thanks ,0.4666666666666666,0.43333333333333335,negative
what if my school don use it but want to it seems interesting so want to try is it possible ,0.25,0.75,negative
i use it on my laptop but cant use it on here keeps shutting off,0.0,0.0,neutral
does it require data connection to start,0.0,0.0,neutral
good app but still need lots of features,0.7,0.6000000000000001,positive
after the upgrade cant find the pen symbol anymore,0.0,0.0,neutral
this is important 1 the app doesn allow us to archive or delete the class if the app is unable to do such then what the advantage or profit in installing the app plus it doesn provide the additional features like changing the theme etc ,-0.033333333333333326,0.6666666666666666,negative
i love most things google however being unable to reply to students questions etc makes it difficult to have collaborative conversations or to give immediate feedback to students this app doesn have all of the easy to use features that are on desktop and that means my students are running into the same limitations hope that it will be improved soon am using the app on samsung tab 8a if that makes any difference ,0.07222222222222223,0.5930555555555556,negative
well it good for my teacher to post homework nah jk its good,0.7,0.6000000000000001,positive
its ok but dont always find my assignments but when was using my computer it worked,0.5,0.5,negative
this app keeps crashing every month ,0.0,0.0,neutral
work,0.0,0.0,neutral
makes me think of school which makes me sad ,-0.5,1.0,negative
i think it is okay but it does not allow people to create their own classrooms which is not right it is not effective if we cannot create classrooms,0.1642857142857143,0.7089285714285714,negative
why not make just social one maybe your not student or teacher but you want to communicate with you friends or just want to do it for fun really suggest it ,0.17777777777777778,0.15555555555555556,negative
specialist,0.0,0.0,neutral
good,0.7,0.6000000000000001,positive
i would give this 5 but it doesn work with my school email when online can log into my email just fine ,0.4166666666666667,0.5,negative
the notification for new assignment is never show up know new assignment after got new email use asus zenfone 5 please fix it thanks,0.15227272727272728,0.3909090909090909,negative
i think it is ok to,0.5,0.5,negative
google classroom is very helpful in terms of turning in assignments however it has flaws when try to create any sort of google doc slide spreadsheet or pdf as an attachment the app attaches some sort of space that the only option is to draw on this is super frustrating so everytime have to attach document have to separately go into google docs name it my unnecessarily long assignment title write the assignment and switch back to classroom to attach and submit it not good ,-0.03809523809523809,0.5523809523809524,negative
lost app,0.0,0.0,neutral
it a good thing to use on computer but on my phone it always says can connect right now try again later does anyone know how to solve this ,0.32857142857142857,0.37857142857142856,negative
u,0.0,0.0,neutral
i really hate this app it so great it can help me do my work and use it all the time yeet,0.0,0.825,neutral
other than this not only night nice atl,0.15833333333333333,0.7916666666666666,negative
bhoot zada slow hay,-0.30000000000000004,0.39999999999999997,negative
it is good know,0.7,0.6000000000000001,positive
this app takes high space so couldn able to download it,0.33,0.5825,negative
hey plz is there version for pc ,0.0,0.0,neutral
good app and usefully for all others,0.5,0.30000000000000004,negative
osm,0.0,0.0,neutral
still long way to go,-0.05,0.4,negative
the class is having bug our teacher created assignment on 9 30 am and deadline to submit it is 2 00 am of same day how one can able to set deadline before creating assignment don you think you have to fix this ,0.25,0.375,negative
once the weird glitch thing was fixed got back in my classes and everything became normal pretty good app,0.11666666666666665,0.575,negative
app will let me open things and write my answers but the second want to turn something in the private comment bar blocks it preventing me from turning it in please fix this,0.0,0.2916666666666667,neutral
i wasn able to see the class really needed to submit my report to pls halp,0.35,0.4125,negative
about the new updated version after updated gg classroom couldnt acess fix that bug plz,0.13636363636363635,0.45454545454545453,negative
after the update was kicked out of my classes but deleted and installed google classroom twice and it worked and brought my classes back if ur having trouble should try this if this doesnt work dont know what else to do hope this works for you ,-0.1,0.1,negative
recently it has stopped allowing be to open documents and m not sure why ,-0.08333333333333333,0.5462962962962963,negative
meh not that great nothing to say about it,0.8,0.75,positive
is great app before it had fish icon googled it up and it says that have developer mode please let me have regular classroom back ,0.26666666666666666,0.2756410256410256,negative
i ve been removed of every classroom that was in when clicked on them hope this won repeat because the classes contain materials that need and if possible get me back into these classes ,0.0,0.5,neutral
why is this version of classroom suddenly confidential honestly have no clue what is going on ,0.3,0.7,negative
good,0.7,0.6000000000000001,positive
no attendance taking option no pinned post option no way to highlight post there a option to pick on students but none for taking attendance how is that possible ,0.0,1.0,neutral
we need more options think about live session with connected students ,0.3181818181818182,0.5,negative
add share options and more features ,0.5,0.5,negative
need improvements,0.0,0.0,neutral
hard to find out homework schedule for some teachers because it another thing to do in the real classroom,-0.04583333333333334,0.42083333333333334,negative
cannot handle excess data,0.0,0.0,neutral
it always giving notifications and it annoying me ,-0.8,0.9,negative
can open or delete archived classes ,0.0,0.5,neutral
is glitching,0.0,0.0,neutral
school is very hard ,-0.3791666666666667,0.7041666666666666,negative
good,0.7,0.6000000000000001,positive
bug everywhere,0.0,0.0,neutral
notification management should be thing would want feature where you could choose if you want to receive notification for class an assignment for example an hour before it due not day before ,-0.125,0.375,negative
very nice app,0.78,1.0,positive
good,0.7,0.6000000000000001,positive
everything was fine but now it doesnt even show my classes cant turn in huge assignment that is almost 10 precent of my grade,0.4083333333333334,0.7,negative
the idea is good but google needs to design new whole way to organize the classroom in this version it looks messy ,0.2090909090909091,0.4636363636363636,negative
it wont let me sign in into my google account use at school they need to get this fixed ,0.1,0.2,negative
all school started to use this app so hope can works properly with read or unread notifications,0.05,0.25,negative
not bad it good for school anyways ,0.5249999999999999,0.6333333333333333,negative
need more features,0.5,0.5,negative
it told me has to upgrade it and it never upgraded so could not use ir at all on this device ,0.0,0.0,neutral
need an option for sending to others,0.0,0.0,neutral
my teachers are annoyong,0.0,0.0,neutral
good,0.7,0.6000000000000001,positive
dark mode please,-0.15,0.4,negative
well don know it my phone or the app but everytime try to add my school account it says couldn communicate with google server tried using bout month but still can pls reply ,0.0,0.0,neutral
sometime uploaded files links aren accessible to students ,0.375,0.375,negative
ta bugado mas é funcional,0.0,0.0,neutral
it very good because work on him ,0.9099999999999999,0.7800000000000001,positive
i using this app for homeschooling and for the most part it does help lot with organization however grading quizzes is bit cumbersome create the quiz in the drive then attach it in classroom the student takes the quiz in the drive and marks it done in the classroom go back into the drive to retrieve the grade then go back to classroom to record it surely there an easier way ,0.25,0.3472222222222222,negative
i use my gmail account in signing in to google classroom but whenever tried adding new account it keep asking about code idk where can find the code please help me what to do ,0.13636363636363635,0.45454545454545453,negative
fine guess,0.4166666666666667,0.5,negative
there must be an option to attach document in comment ,0.0,0.0,neutral
ok,0.5,0.5,negative
good,0.7,0.6000000000000001,positive
its ok,0.5,0.5,negative
this is great app use it all the time because m in school however there is this bug that says have no internet connection when do it stops me from checking class work and makes the app unusable sadly it happens lot of times as well so it quite annoying please fix this thank you in advance ,-0.16666666666666666,0.8833333333333333,negative
frequently crashes ,0.1,0.3,negative
it is very good app,0.9099999999999999,0.7800000000000001,positive
it a good way for not wasting paper and it also helps you keep track of your stuff unlike paper there absolutely no way to lose it,0.3,0.75,negative
sometimes doesn let me access,0.0,0.0,neutral
good,0.7,0.6000000000000001,positive
it never works at all for me but am useing phone so that may have something to do with it ,0.0,0.0,neutral
reeeeeeeeee,0.0,0.0,neutral
it still ok but when have another account it always tells me to verify the account,0.5,0.5,negative
i give three stars because only teachers can upload content if student can upload some content like pdf jpgs etc then it will be more better than current version ,0.25,0.6,negative
it helps people poop good in the toilet when like is tough ,0.09259259259259257,0.47777777777777786,negative
very help to all my duty,0.2,0.3,negative
hmmm sorry but was gonna rate 5 stars but uh was expecting for it to be like the google classroom from the school chromebooks and use samsung galaxy tab sorry ,-0.5,1.0,negative
im 8,0.0,0.0,neutral
my one doesn work,0.0,0.0,neutral
is the apps can be open from multiple device using same account ,0.0,0.20833333333333334,neutral
i don know why but right after the latest update didn get any notifications when my lectures send notes or homework ,0.39285714285714285,0.7178571428571429,negative
very useful one updates for students amd parents is must these days keep rocking ,0.39,0.0,negative
don understand app is great but then try to edit my work and can i can work on it on the go even though am on 4g please fix this google ,0.8,0.75,positive
slow app,-0.30000000000000004,0.39999999999999997,negative
its nice but sometimes it takes more time to open files,0.3666666666666667,0.6666666666666666,negative
it is rally good,0.7,0.6000000000000001,positive
awesome,1.0,1.0,positive
i wanted to send my powerpoint output on my pr2 subject and ended up not sending it coz the app won accept my work am thinking that it should be good this second time m using this one ,0.17777777777777778,0.3111111111111111,negative
i tried to record video from google classroom and we saved just because it can upload on the assignment now its gone ,0.0,0.0,neutral
i did not get to make comment on this app to show that we completed the homework that was given,0.0,0.0,neutral
good,0.7,0.6000000000000001,positive
new for me not yet familiar with it,0.2556818181818182,0.4772727272727273,negative
its cool,0.35,0.65,negative
pls tell me how to download digital teks book,0.0,0.0,neutral
it help full,0.35,0.55,negative
it is helpful for my exams but it uses wifi,0.0,0.0,neutral
not bad,0.3499999999999999,0.6666666666666666,negative
moderate,0.0,0.7,neutral
you guys need to add the edit function in comment box ,0.0,0.0,neutral
gng,0.0,0.0,neutral
it works really good most of the time but the second try to use it on my phone dont have access so weird and unacceptable ,0.175,0.525,negative
hate school,-0.8,0.9,negative
no notification of anything even though enabled them in app and phone settings,0.0,0.0,neutral
i prefer the old version of classroom it more accessible,0.325,0.35833333333333334,negative
sangat baik,0.0,0.0,neutral
how to submit my assignment there no option for that please fix it soon ,0.0,0.0,neutral
still learning so far pretty helpful ,0.175,1.0,negative
it would be better if there was date posted on assignments because got an on late assignment got done within the late spectrum of when could post it in late and the teacher doesn beleive me ,-0.09999999999999999,0.5750000000000001,negative
when post is long it doesn open sometimes tapping on the post multiple times does the job sometimes doesn it makes the mobile app pretty much unusable also please include dark mode ,0.041666666666666664,0.4166666666666667,negative
actually according to what ve heard about it it use to be great app and maybe when get over it will rate it much better guess ,0.43333333333333335,0.45,negative
crashes when switched account,0.0,0.0,neutral
too slow,-0.30000000000000004,0.39999999999999997,negative
nice app,0.6,1.0,positive
need to just add search option so that files or name of the person who send the file can be searched without that it takes time to find the person and name of the old file ,0.1,0.2,negative
great concept and all but can create new account without inserting some pin code to verify identity haven heard of any code need to know for making new account please tell me what kind of code that is ,0.4181818181818182,0.6397727272727273,negative
so times it works some times it does not,0.0,0.0,neutral
it involves school,0.0,0.0,neutral
this app won let me log in and can log in on other devices it is really frustrating ,-0.2625,0.6375,negative
i can open attachment file for assignment ,0.0,0.5,neutral
it should be has option to tagging someone when reply chat ,0.0,0.0,neutral
job description,0.0,0.0,neutral
just nice,0.6,1.0,positive
for study to imfrof my nolege pleace google help me,0.0,0.0,neutral
good apps,0.7,0.6000000000000001,positive
please explain why can go in to the classroom it says please contact domain administer need help and reason why,0.0,0.0,neutral
not very useful application there is telegram channel ,-0.11538461538461536,0.0,negative
please when try opening sent documents it keeps telling me that google classroom has stopped working so please try and find solutions to this problem thanks,0.2,0.2,negative
when open doc it show error in update version,0.0,0.5,neutral
please dark theme for google clasroom,-0.15,0.4,negative
nice,0.6,1.0,positive
best app for students,1.0,0.3,positive
very helpful to keep up with school classes but freezes here and there and something keeps saying try again on most classes on refresh ,0.35,0.4,negative
i already had an account put it in and the app would not let me use that now have to turn in work late dont get this app also got it year ago and it did the same thing,-0.15,0.3625,negative
cant open documents ,0.0,0.5,neutral
i like and use classroom lot but every time try to join into class or go into class assignment can because it always says something went wrong please try again please help ,-0.5,0.9,negative
bauppq,0.0,0.0,neutral
mine was error this all day my connection are just fine,0.4166666666666667,0.5,negative
